userId,movieId,rating,timestamp
18,2,3.0,1455617462
18,6,4.0,1460138360
18,32,4.0,1455209840
18,34,2.5,1455617533
18,104,2.5,1455748792
18,110,4.5,1455050170
18,208,3.0,1455617516
18,223,4.0,1455617470
18,231,2.5,1455748462
18,293,4.5,1455050049
18,318,5.0,1455049328
18,344,2.5,1455209869
18,364,3.0,1455209887
18,377,2.5,1455209879
18,380,2.5,1455209846
18,457,3.5,1477432493
18,527,4.5,1455050006
18,541,4.0,1456745325
18,555,4.0,1504907725
18,586,3.5,1455748696
18,590,4.0,1455209837
18,595,3.0,1455209900
18,648,3.0,1455209873
18,653,3.0,1456955524
18,778,4.5,1455050179
18,858,4.0,1455050024
18,919,4.0,1455748544
18,924,4.0,1458516291
18,1080,4.5,1455231152
18,1089,4.0,1455051391
18,1136,4.5,1455210625
18,1193,4.5,1517686025
18,1206,4.5,1455050357
18,1208,3.5,1455051397
18,1213,4.5,1455050000
18,1214,4.0,1455050629
18,1221,5.0,1460242083
18,1222,4.5,1455050183
18,1246,4.0,1455618445
18,1276,4.0,1456438623
18,1291,4.0,1455059809
18,1370,3.5,1455748921
18,1374,4.5,1456958429
18,1391,3.0,1455529835
18,1527,3.5,1455050095
18,1544,3.5,1455735715
18,1608,3.0,1455735712
18,1617,4.0,1459375071
18,1653,3.5,1455748777
18,1676,3.5,1455735650
18,1682,3.0,1455231395
18,1704,4.0,1455050003
18,1721,4.0,1455748443
18,1732,4.5,1456958438
18,1784,3.5,1456672335
18,1917,3.0,1455748548
18,1954,4.0,1455749673
18,1961,4.0,1455050512
18,2000,4.0,1455529833
18,2001,3.5,1455749721
18,2011,3.5,1455748634
18,2012,3.0,1455748610
18,2194,3.5,1464994625
18,2268,4.0,1456672532
18,2278,3.5,1464907405
18,2291,4.0,1455748560
18,2329,4.0,1455209651
18,2706,3.5,1455231410
18,2918,3.5,1455748728
18,2959,4.5,1455049351
18,2997,4.0,1455231386
18,3052,4.5,1455231506
18,3253,3.0,1512850503
18,3578,4.5,1455209857
18,3751,3.5,1455529841
18,3994,2.5,1455231481
18,4306,4.0,1455209697
18,4816,3.0,1456919460
18,4886,4.0,1455209685
18,4896,3.5,1456923934
18,4963,4.0,1455209694
18,4973,4.0,1455209683
18,4993,4.5,1455209675
18,5218,4.0,1455209763
18,5349,4.0,1456923908
18,5418,4.0,1455749029
18,5445,4.0,1455209691
18,5481,3.0,1455050806
18,5816,3.5,1456923936
18,5952,3.5,1455209677
18,5989,4.0,1455209729
18,6365,3.5,1455750315
18,6373,3.5,1455049753
18,6377,4.0,1455049810
18,6539,4.5,1455049808
18,6863,3.5,1455049761
18,6874,3.5,1455049814
18,6934,3.0,1455750324
18,7147,4.5,1455049845
18,7153,4.5,1455049801
18,8360,3.5,1455654935
18,8368,3.5,1456923938
18,8644,3.5,1455049735
18,8784,3.5,1466969253
18,8961,3.5,1455209724
18,32587,3.5,1455654945
18,33004,3.0,1455050852
18,33794,4.5,1455050618
18,44191,4.5,1455050089
18,45722,4.0,1455049739
18,46578,3.5,1455059798
18,50872,3.5,1455059813
18,51662,3.5,1455049725
18,53996,3.0,1455749279
18,58559,4.0,1455049372
18,70286,3.5,1455749255
21,2,3.5,1419795031
21,10,5.0,1403459783
21,19,2.5,1419795052
21,293,3.0,1436989949
21,364,4.0,1418063557
21,541,3.5,1452052129
21,551,0.5,1418063134
21,586,2.5,1376823478
21,592,3.5,1419795406
21,597,4.0,1407617864
